date,yield,dividend,PE,netWorth,season
100年11月10日,20.60,5.03,2.52,0
100年11月11日,20.70,5.01,2.53,0
100年11月14日,20.88,4.96,2.55,0
100年11月15日,20.83,4.98,2.54,0
100年11月16日,20.26,5.12,2.47,0
100年11月17日,20.23,5.12,2.47,0
100年11月18日,20.13,5.15,2.46,0
100年11月21日,19.95,5.19,2.44,0
100年11月22日,20.23,5.12,2.47,0
100年11月23日,19.87,5.22,2.43,0
100年11月24日,20.13,5.15,2.46,0
100年11月25日,20.47,5.06,2.50,0
100年11月28日,21.22,4.88,2.59,0
100年11月29日,21.22,4.88,2.59,0
100年11月30日,21.35,4.85,2.61,0
100年12月01日,22.23,4.66,2.72,0
100年12月02日,21.92,4.73,2.68,0
100年12月05日,21.81,4.75,2.66,0
100年12月06日,21.92,4.73,2.68,0
100年12月07日,23.01,4.50,2.81,0
100年12月08日,23.06,4.49,2.82,0
100年12月09日,22.56,4.59,2.76,0
100年12月12日,22.90,4.52,2.80,0
100年12月13日,22.41,4.62,2.74,0
100年12月14日,21.89,4.73,2.67,0
100年12月15日,21.79,4.76,2.66,0
100年12月16日,21.55,4.81,2.63,0
100年12月19日,21.89,4.73,2.67,0
100年12月20日,22.36,4.63,2.73,0
100年12月21日,22.54,4.60,2.75,0
100年12月22日,22.54,4.60,2.75,0
100年12月23日,22.85,4.54,2.79,0
100年12月26日,22.82,4.54,2.79,0
100年12月27日,22.80,4.55,2.78,0
100年12月28日,22.80,4.55,2.78,0
100年12月29日,22.72,4.56,2.78,0
100年12月30日,22.93,4.52,2.80,0
101年01月02日,22.44,4.62,2.74,0
101年01月03日,22.62,4.58,2.76,0
101年01月04日,22.69,4.57,2.77,0
101年01月05日,22.77,4.55,2.78,0
101年01月06日,23.01,4.50,2.81,0
101年01月09日,23.06,4.49,2.82,0
101年01月10日,23.58,4.40,2.88,0
101年01月11日,23.65,4.38,2.89,0
101年01月12日,23.68,4.38,2.89,0
101年01月13日,23.68,4.38,2.89,0
101年01月16日,23.55,4.40,2.88,0
101年01月17日,23.47,4.42,2.87,0
101年01月18日,23.63,4.39,2.89,0
101年01月30日,23.08,4.49,2.82,0
101年01月31日,22.64,4.58,2.77,0
101年02月01日,22.38,4.63,2.73,0
101年02月02日,22.33,4.64,2.73,0
101年02月03日,21.94,4.72,2.68,0
101年02月04日,22.15,4.68,2.71,0
101年02月06日,22.64,4.58,2.77,0
101年02月07日,22.31,4.65,2.72,0
101年02月08日,23.34,4.44,2.85,0
101年02月09日,23.24,4.46,2.84,0
101年02月10日,22.72,4.56,2.78,0
101年02月13日,23.01,4.50,2.81,0
101年02月14日,22.85,4.54,2.79,0
101年02月15日,23.03,4.50,2.81,0
101年02月16日,22.62,4.58,2.76,0
101年02月17日,22.49,4.61,2.75,0
101年02月20日,22.33,4.64,2.73,0
101年02月21日,22.75,4.56,2.78,0
101年02月22日,22.85,4.54,2.79,0
101年02月23日,22.54,4.60,2.75,0
101年02月24日,22.69,4.57,2.77,0
101年02月29日,23.34,4.44,2.85,0
101年03月01日,23.06,4.49,2.82,0
101年03月02日,23.06,4.49,2.82,0
101年03月03日,22.90,4.52,2.80,0
101年03月05日,22.41,4.62,2.74,0
101年03月06日,22.28,4.65,2.72,0
101年03月07日,21.87,4.74,2.67,0
101年03月08日,22.20,4.67,2.71,0
101年03月09日,22.10,4.69,2.70,0
101年03月12日,21.84,4.74,2.67,0
101年03月13日,22.25,4.66,2.72,0
101年03月14日,22.33,4.64,2.73,0
101年03月15日,22.44,4.62,2.74,0
101年03月16日,21.89,4.73,2.67,0
101年03月19日,21.84,4.74,2.67,0
101年03月20日,21.94,4.72,2.68,0
101年03月21日,22.10,4.69,2.70,0
101年03月22日,22.23,4.66,2.72,0
101年03月23日,22.31,4.65,2.72,0
101年03月26日,21.92,4.73,2.68,0
101年03月27日,22.23,4.66,2.72,0
101年03月28日,21.84,4.74,2.67,0
101年03月29日,21.14,4.17,2.53,0
101年03月30日,19.64,4.16,2.53,0
101年04月02日,19.64,4.16,2.53,0
101年04月03日,19.78,4.13,2.55,0
101年04月05日,19.59,4.17,2.52,0
-1791年12月18日,19.54,4.18,2.52,0
101年04月09日,19.35,4.22,2.49,0
101年04月10日,19.71,4.15,2.54,0
101年04月11日,19.59,4.17,2.52,0
101年04月12日,19.50,4.19,2.51,0
101年04月13日,19.83,4.12,2.56,0
101年04月16日,20.17,4.05,2.60,0
101年04月17日,20.00,4.09,2.58,0
101年04月18日,20.10,4.07,2.59,0
101年04月19日,20.29,4.03,2.61,0
101年04月20日,20.22,4.04,2.61,0
101年04月23日,20.19,4.05,2.60,0
101年04月24日,20.26,4.03,2.61,0
101年04月25日,20.24,4.04,2.61,0
101年04月26日,20.43,4.00,2.63,0
101年04月27日,21.11,3.87,2.72,0
101年04月30日,21.85,3.74,2.70,0
101年05月02日,20.49,3.69,2.74,0
101年05月03日,20.18,3.74,2.69,0
101年05月04日,20.58,3.67,2.75,0
101年05月07日,20.04,3.77,2.68,0
101年05月08日,21.09,3.58,2.82,0
101年05月09日,20.76,3.64,2.77,0
101年05月10日,21.18,3.57,2.83,0
101年05月11日,20.71,3.65,2.77,0
101年05月14日,20.87,3.62,2.79,0
101年05月15日,20.42,3.70,2.73,0
101年05月16日,20.13,3.75,2.69,0
101年05月17日,20.13,3.75,2.69,0
101年05月18日,20.47,3.69,2.73,0
101年05月21日,20.47,3.69,2.73,0
101年05月22日,20.40,3.70,2.72,0
101年05月23日,20.38,3.71,2.72,0
101年05月24日,20.20,3.74,2.70,0
101年05月25日,20.07,3.77,2.68,0
101年05月28日,20.22,3.74,2.70,0
101年05月29日,21.04,3.59,2.81,0
101年05月30日,20.47,3.69,2.73,0
101年05月31日,19.96,3.79,2.66,0
101年06月01日,19.93,3.79,2.66,0
101年06月04日,19.87,3.80,2.65,0
101年06月05日,20.64,3.66,2.76,0
101年06月06日,20.56,3.68,2.74,0
101年06月07日,20.62,3.66,2.75,0
101年06月08日,20.62,3.66,2.75,0
101年06月11日,20.93,3.61,2.80,0
101年06月12日,20.82,3.63,2.78,0
101年06月13日,20.56,3.68,2.74,0
101年06月14日,20.84,3.62,2.78,0
101年06月15日,20.84,3.62,2.78,0
101年06月18日,21.13,3.58,2.82,0
101年06月19日,21.11,3.58,2.82,0
101年06月20日,21.02,3.59,2.81,0
101年06月21日,20.73,3.64,2.77,0
101年06月22日,20.42,3.70,2.73,0
101年06月25日,20.07,3.77,2.68,0
101年06月26日,20.27,3.73,2.71,0
101年06月27日,20.27,3.73,2.71,0
101年06月28日,20.22,3.74,2.70,0
101年06月29日,21.16,3.57,2.82,0
101年07月02日,20.98,3.60,2.80,0
101年07月03日,21.60,3.50,2.88,0
101年07月04日,21.58,3.50,2.88,0
101年07月05日,21.89,3.45,2.92,0
101年07月06日,22.16,3.41,2.96,0
101年07月09日,22.00,3.43,2.94,0
101年07月10日,22.36,3.38,2.99,0
101年07月11日,22.07,3.42,2.95,0
101年07月12日,21.91,3.45,2.93,0
101年07月13日,21.87,3.46,2.92,0
101年07月16日,21.87,3.46,2.92,0
101年07月17日,22.13,3.41,2.96,0
101年07月18日,21.56,3.51,2.88,0
101年07月19日,21.69,3.48,2.90,0
101年07月20日,21.67,3.49,2.89,0
101年07月23日,21.58,3.50,2.88,0
101年07月24日,21.36,3.54,2.85,0
101年07月25日,21.78,3.47,2.91,0
101年07月26日,21.67,3.49,2.89,0
101年07月27日,21.89,3.45,2.92,0
101年07月30日,22.22,3.40,2.97,0
101年07月31日,22.40,3.37,2.99,0
101年08月01日,23.02,3.28,3.07,0
101年08月03日,23.11,3.27,3.09,0
101年08月06日,23.56,3.21,3.15,0
101年08月07日,24.04,3.14,3.21,0
101年08月08日,24.27,3.11,3.24,0
101年08月09日,24.33,3.33,3.24,0
101年08月10日,23.90,3.39,3.19,0
101年08月13日,23.71,3.41,3.16,0
101年08月14日,24.19,3.35,3.23,0
101年08月15日,23.81,3.40,3.17,0
101年08月16日,23.81,3.40,3.17,0
101年08月17日,23.48,3.45,3.13,0
101年08月20日,23.43,3.46,3.12,0
101年08月21日,24.33,3.33,3.24,0
101年08月22日,24.33,3.33,3.24,0
101年08月23日,24.14,3.35,3.22,0
101年08月24日,24.33,3.33,3.24,0
101年08月27日,23.74,3.41,3.17,0
101年08月28日,22.98,3.52,3.06,0
